#tail	head	edge_weight	edge_type
P04637	Q53H96	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	O43290	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9Y297	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	Q9Y294	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q68CP9	4.739220e-01	SPIKE
P04637	Q9UBL3	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q6UXN9	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q8IW41	7.500000e-01	MI:0424 (protein kinase assay)|MI:0415 (enzymatic study)|SPIKE
P04637	P25705	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O43638	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q9NQR1	5.687820e-01	MI:0415 (enzymatic study)
P04637	Q96J02	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	P17066	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P14635	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	Q9C009	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q9UBE0	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P04637	Q9BQ15	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P49792	5.687820e-01	MI:0415 (enzymatic study)
P04637	Q9UHB6	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9UBE8	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q53FA7	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0402 (chromatin immunoprecipitation assay)|SPIKE
P04637	P49815	4.739220e-01	SPIKE
P04637	P40121	2.804190e-01	MI:0018 (two hybrid)
P04637	Q00610	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q8N3R9	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	P61313	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P41182	7.500000e-01	MI:0096 (pull down)|SPIKE
P04637	O14867	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	O00571	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P14866	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q86X55	4.922930e-01	MI:0096 (pull down)
P04637	Q15075	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q00597	4.739220e-01	SPIKE
P04637	P09493	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O43474	4.739220e-01	SPIKE
P04637	P09496	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P09497	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q09472	7.500000e-01	MI:0872 (atomic force microscopy)|MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)|SPIKE|MI:0007 (anti tag coimmunoprecipitation)|KEGG binding/association|MI:0428 (imaging technique)|MI:0114 (x-ray crystallography)|MI:0019 (coimmunoprecipitation)|MI:0892 (solid phase assay)|MI:0889 (acetylation assay)|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
P04637	P63104	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P04637	P49459	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0416 (fluorescence microscopy)|MI:0019 (coimmunoprecipitation)|MI:0107 (surface plasmon resonance)|SPIKE|MI:0096 (pull down)
P04637	O43189	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q9HB65	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P07203	4.739220e-01	SPIKE
P04637	Q9UM07	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q71UM5	4.739220e-01	SPIKE
P04637	Q00653	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	Q14676	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P29474	4.739220e-01	SPIKE
P04637	Q76N89	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P15036	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	O15126	7.500000e-01	MI:0018 (two hybrid)|MI:0397 (two hybrid array)|SPIKE
P04637	Q8IWR1	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9UKY1	7.500000e-01	MI:0018 (two hybrid)|SPIKE
P04637	Q9ULV4	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P35251	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O94761	4.739220e-01	SPIKE
P04637	P40692	4.739220e-01	SPIKE
P04637	P01135	4.739220e-01	SPIKE
P04637	Q15759	7.500000e-01	MI:0424 (protein kinase assay)|SPIKE
P04637	P01137	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	Q9Y2D8	3.333910e-02	MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
P04637	P22626	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P29590	7.500000e-01	MI:0415 (enzymatic study)|MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0428 (imaging technique)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q9UNF1	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O60603	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	O60602	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	P19544	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	P36952	4.739220e-01	SPIKE
P04637	P00533	4.739220e-01	SPIKE
P04637	Q96KB5	7.364980e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)
P04637	Q02363	4.739220e-01	SPIKE
P04637	P04406	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q96A56	7.500000e-01	SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P07339	4.739220e-01	SPIKE
P04637	P54132	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|MI:0096 (pull down)
P04637	Q9UHH9	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q8N960	3.333910e-02	MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
P04637	Q01664	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9Y6D9	4.739220e-01	SPIKE
P04637	P08708	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q92922	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0401 (biochemical)|SPIKE
P04637	Q92925	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P04637	O43847	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)
P04637	Q9NYP9	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	Q96QH2	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q99853	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	P30153	7.500000e-01	MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0428 (imaging technique)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q99856	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P04637	P17096	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P55036	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P35226	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q8N9N5	7.500000e-01	MI:0428 (imaging technique)|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	O14641	7.500000e-01	MI:1356 (validated two hybrid)|MI:0398 (two hybrid pooling approach)|MI:0018 (two hybrid)|MI:2215 (barcode fusion genetics two hybrid)|SPIKE|MI:0397 (two hybrid array)
P04637	P08138	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q14186	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q9H4X1	4.739220e-01	SPIKE
P04637	Q9NZI8	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q8NFQ8	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P38646	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q9P0U4	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0030 (cross-linking study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q9P0U3	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O60678	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9NRC8	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P62701	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q13574	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q6AZY7	4.739220e-01	SPIKE
P04637	O60675	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O14763	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P04637	O60673	4.739220e-01	SPIKE
P04637	Q13573	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q13572	5.687820e-01	MI:0415 (enzymatic study)
P04637	P27694	7.500000e-01	MI:0411 (enzyme linked immunosorbent assay)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	O95905	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P62277	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P30411	4.739220e-01	SPIKE
P04637	Q92851	4.739220e-01	SPIKE
P04637	Q01831	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P04637	Q66K89	7.500000e-01	MI:0018 (two hybrid)|SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q15003	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	P30419	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P04637	P46019	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9H7Z6	7.500000e-01	MI:0415 (enzymatic study)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P04637	O43257	4.922930e-01	MI:0096 (pull down)
P04637	P98179	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9HCN2	7.500000e-01	MI:0402 (chromatin immunoprecipitation assay)|SPIKE
P04637	O00231	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P04637	Q03701	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P42771	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|KEGG activation|MI:0004 (affinity chromatography technology)
P04637	P42677	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9NYF8	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	Q9NVN8	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q07065	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P11926	4.739220e-01	SPIKE
P04637	Q99497	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P14174	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P55084	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9BQG0	4.922930e-01	MI:0096 (pull down)
P04637	Q03468	7.500000e-01	SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	O15055	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	O14503	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0428 (imaging technique)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q06945	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P17028	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P04637	P46379	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	O94986	3.333910e-02	MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
P04637	Q9UN74	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P04637	Q96GM5	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
P04637	Q9H213	4.010170e-01	MI:0225 (chromatin immunoprecipitation array)
P04637	Q16595	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	P50991	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	P50990	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	Q14457	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P46783	6.412850e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
P04637	O15164	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	P46781	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P26373	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q99728	7.500000e-01	MI:0428 (imaging technique)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	O43715	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P04637	Q9BYJ9	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O60783	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P34925	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9NR09	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P61956	7.500000e-01	KEGG group-entry|KEGG binding/association|MI:0096 (pull down)
P04637	O15492	4.739220e-01	SPIKE
P04637	O94805	4.739220e-01	SPIKE
P04637	Q96DH6	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P63146	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P62841	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9H0W5	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P12931	5.687820e-01	MI:0415 (enzymatic study)
P04637	Q07912	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9NYK5	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9Y6Q9	4.922930e-01	MI:0096 (pull down)
P04637	Q9NX55	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9BVI0	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9Y4K3	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P04637	O95376	7.500000e-01	MI:0398 (two hybrid pooling approach)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|MI:0096 (pull down)
P04637	P19447	7.500000e-01	SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q6NYC1	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0006 (anti bait coimmunoprecipitation)|MI:1000 (hydroxylase assay)|MI:0096 (pull down)
P04637	O75376	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)
P04637	Q9BSJ6	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	O14576	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P04637	Q9ULC6	4.922930e-01	MI:0096 (pull down)
P04637	P42858	7.500000e-01	MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q13227	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q13794	4.739220e-01	SPIKE
P04637	P09429	7.500000e-01	MI:0047 (far western blotting)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	P49841	7.500000e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0424 (protein kinase assay)|MI:0004 (affinity chromatography technology)
P04637	Q9BVP2	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q9BRQ8	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P04637	Q13489	4.739220e-01	SPIKE
P04637	Q6P3S6	7.500000e-01	MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P18847	7.500000e-01	MI:0018 (two hybrid)|SPIKE|MI:0398 (two hybrid pooling approach)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P49848	7.500000e-01	MI:0071 (molecular sieving)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P82675	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P04271	7.500000e-01	SPIKE|MI:0071 (molecular sieving)|MI:0004 (affinity chromatography technology)
P04637	P0DMV8	7.500000e-01	MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)
P04637	P40938	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P62854	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9UHR4	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P78406	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P52597	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9H9J4	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q13620	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9NY72	4.739220e-01	SPIKE
P04637	Q92994	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
P04637	P52292	4.739220e-01	SPIKE
P04637	Q15672	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0049 (filter binding)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	P62913	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q03518	4.739220e-01	SPIKE
P04637	P62917	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O00425	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P55957	4.739220e-01	SPIKE
P04637	P49407	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
P04637	P31947	7.500000e-01	MI:0114 (x-ray crystallography)|MI:0004 (affinity chromatography technology)|MI:0065 (isothermal titration calorimetry)|MI:0096 (pull down)|SPIKE
P04637	Q6PJ69	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q15024	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O15379	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	O00541	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q99816	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
P04637	P06396	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q96DN5	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	Q9UQR1	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	P55072	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q86V81	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q16589	4.739220e-01	SPIKE
P04637	P02794	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P63098	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O75928	7.500000e-01	MI:0018 (two hybrid)|MI:0428 (imaging technique)|MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0813 (proximity ligation assay)
P04637	P40337	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P23396	7.500000e-01	MI:0055 (fluorescent resonance energy transfer)|MI:0813 (proximity ligation assay)|MI:0096 (pull down)
P04637	P00491	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P04637	Q5T9A4	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	O75925	7.500000e-01	MI:0428 (imaging technique)|MI:0415 (enzymatic study)|MI:0813 (proximity ligation assay)|MI:0018 (two hybrid)|SPIKE|MI:0096 (pull down)
P04637	Q9UI32	4.739220e-01	SPIKE
P04637	Q08345	4.739220e-01	SPIKE
P04637	P22570	4.739220e-01	SPIKE
P04637	O14727	4.739220e-01	SPIKE
P04637	Q12772	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0030 (cross-linking study)
P04637	O94759	4.739220e-01	SPIKE
P04637	Q9HCM9	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P04637	P46821	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0416 (fluorescence microscopy)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P04637	Q13472	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	Q16643	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P16220	7.500000e-01	MI:0428 (imaging technique)|MI:0813 (proximity ligation assay)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q9UER7	7.500000e-01	MI:0428 (imaging technique)|MI:0416 (fluorescence microscopy)|MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0077 (nuclear magnetic resonance)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	Q9H334	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q9UKN8	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P08670	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O15304	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	O43683	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P04637	Q16881	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q13526	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0402 (chromatin immunoprecipitation assay)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P04637	O43819	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q00978	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	P09936	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P32745	4.739220e-01	SPIKE
P04637	Q9Y468	7.500000e-01	MI:0114 (x-ray crystallography)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P55774	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P04637	Q68CZ1	3.333910e-02	MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
P04637	Q9Y222	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P42224	7.500000e-01	SPIKE|MI:0059 (gst pull down)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P04637	P42226	2.804190e-01	MI:0018 (two hybrid)
P04637	Q15424	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0416 (fluorescence microscopy)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	P62424	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q92794	7.500000e-01	MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q96PE2	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q8N0Z3	3.333910e-02	MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
P04637	P25054	4.739220e-01	SPIKE
P04637	Q8IXF0	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P04637	Q9UN72	4.010170e-01	MI:0225 (chromatin immunoprecipitation array)
P04637	Q8TDN4	7.500000e-01	MI:0019 (coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P04637	P04792	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0428 (imaging technique)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)
P04637	P23511	7.500000e-01	MI:0428 (imaging technique)|MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	P61254	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q13077	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P04637	P04150	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P04637	Q9H496	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	Q9UK80	5.687820e-01	MI:0415 (enzymatic study)
P04637	Q9NZC7	7.500000e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
P04637	P21333	3.111330e-01	MI:0004 (affinity chromatography technology)
P04637	P27695	7.500000e-01	MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|SPIKE
P04637	Q13625	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0019 (coimmunoprecipitation)|MI:0114 (x-ray crystallography)|SPIKE|MI:0892 (solid phase assay)|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
P04637	Q6PCD5	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P04637	Q9NZJ0	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P04637	O95758	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
P04637	P11940	3.111330e-01	MI:0004 (affinity chromatography technology)
